CUSTOMER_NUMBER;CUSTOMER_GROUP; ;TRAY020;TRAY030;TRAY010010;TRAY010030;TRAY010040;TRAY010050;TRAY010060;TRAY010070;TRAY010080;TRAY010090;TRAY010110;TRAY010120;TRAY010020010;TRAY010020020;TRAY010100010;TRAY010100020;TRBD010;TRBD030;TRBD060;TRBD070;TRBD080;TRBD090;TRBD100;TRBD020010;TRBD020020;TRBD020030;TRBD020040;TRBD020050;TRBD020060;TRBD040010;TRBD040020;TRBD050010;TRBD050020;TRBD050030;TRDY010010;TRDY010020;TRDY010030;TRDY010040;TRDY010050;TRDY010060;TRDY010080;TRDY010100;TRDY010110;TRDY010120;TRDY010130;TRDY010140;TRDY010150;TRDY010160;TRDY010170;TRDY010180;TRDY010190;TRDY010200;TRDY010210;TRDY010220;TRDY020010;TRDY020020;TRDY020030;TREK010;TREK020;TREK030;TREK040;TRIT010;TRIT020;TRIT030;TRIT040;TRIT060;TRKD010010;TRKD010020;TRKD010030;TRKD020010;TRKD020020;TRKD020030;TRKD020040;TRKD020050;TRKD020060;TRKD030010;TRKD030020;TRKD030030;TRKD030040;TRKD030050;TRKD030060;TRKD030070;TRKD030080;TRKD030090;TRKD030100;TRKD030110;TRKD030120;TRKD040010;TRKD040020;TRKD040030;TRKD040040;TRKD040050;TRKD040060;TRKD040070;TRKD040080;TRKD050010;TRKD050020;TRKD050040;TRKD050050;TRKD050060;TRKD050070;TRKD050080;TRKD050090;TRKD060010;TRKD060020;TRKD060030;TRKD060040;TRKD060050;TRKD060060;TRKD060070;TRKD070010;TRKD070020;TRKD050030010;TRKD050030020;TRKD050030030;TRKD050030040;TRKD050030050;TRKD050030060;TRKD050030070;TRKD050030080;TRKD050030090;TRKD050030100;TRKD050030110;TRKD050030120;TRKD050030130;TRKK010;TRKK020;TRKK030;TRKK040;TRKK050;TRKK060;TRKY020;TRKY010010;TRKY010030;TRKY010040;TRKY010050;TRKY010060;TRKY010070;TRKY030010;TRKY030020;TRKY030070;TRKY030080;TRKY030090;TRMD020;TRMD130;TRMD010010;TRMD010020;TRMD040010;TRMD040020;TRMD040030;TRMD040040;TRMD040050;TRMD040060;TRMD040070;TRMD040080;TRMD060010;TRMD060020;TRMD060030;TRMD060040;TRMD060050;TRMD070010;TRMD070020;TRMD070040;TRMD070050;TRMD070060;TRMD070070;TRMD070080;TRMD070090;TRMD070100;TRMD070140;TRMD070160;TRMD070170;TRMD070180;TRMD070190;TRMD070200;TRMD070210;TRMD070220;TRMD070230;TRMD070240;TRMD070250;TRMD070270;TRMD070280;TRMD070300;TRMD070310;TRMD070340;TRMD070350;TRMD070360;TRMD070370;TRMD070380;TRMD070390;TRMD070400;TRMD070410;TRMD070420;TRMD080010;TRMD080020;TRMD080030;TRMD080050;TRMD080070;TRMD090010;TRMD100010;TRMD100020;TRMD100030;TRMD100040;TRMD110010;TRMD110020;TRMD110030;TRMD120010;TRMD120020;TRMD140010;TRMD140020;TRMD140030;TRMD140040;TRMD140050;TRMD030010010;TRMD030010020;TRMD030010030;TRMD030010040;TRMD030010050;TRMD030010060;TRMD030020020;TRMD030020030;TRMD030020040;TRMD070030010;TRMD070030020;TRMD070150010;TRMD070150020;TRMD070320010;TRMD070320020;TRMD090020010;TRMD090020020;TRMD090020030;TRMK010;TRMK020;TRMU010;TRMU020;TRMU030;TRMU050;TRMU060;TRMU070;TRMU090;TRMU100;TRMU110;TRMU120;TRMU130;TRMU150;TRMU160;TRMU170;TRMU180;TRMU190;TRMU040010;TRMU040020;TRMU080010;TRMU080020;TRMU080030;TRMU080040;TRMU080050;TRMU080070;TRMU080090;TRMU080120;TRMU080130;TRMU140010;TRMU140020;TRMU140030;TRMU140040;TROF010;TROF030;TROF040;TROF050;TROG020;TROG040;TROG060;TROG070;TROG010010;TROG010020;TROG010030;TROG010040;TROG010050;TROG010060;TROG010070;TROG050020;TROG050030;TRVS020;TRVS030;TRVS040;TRVS050;TRVS060;TRVS080;TRVS010010;TRVS010020;TRVS070010;TRVS070020010;TRVS070020020;TRVS070020030;TRVS070020040;TRVS070020050;TRVS070020060;TRVS070020070
C17114822;SC1;;0,0034698;0;0;0;0;0,0000404;0;0,0014778;0;0,0003370;0;0;0;0;0,0010489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0135170;0,0017345;0;0,0189061;0;0;0;0,0008843;0;0;0,0033014;0,0080823;0;0;0;0;0;0,0098403;0;0;0;0;0;0;0;0;0,0001703;0,0095473;0;0;0;0;0,0030947;0,0242335;0;0;0;0,1050305;0,0055689;0;0;0,0027293;0;0,0001356;0;0;0;0;0,0020596;0,0110827;0,0075688;0,0078433;0;0;0,0039329;0;0,1013704;0;0,0001807;0;0,0026180;0,0187450;0;0;0;0,0248700;0;0,0146007;0;0,0013116;0;0,0135170;0;0;0;0;0;0;0;0,0079371;0,0152910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0003501;0;0,0221676;0;0;0;0;0,0038304;0,0000553;0;0;0;0;0,0002472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0001765;0,0002736;0,0000790;0,0014016;0,1171642;0;0,0001235;0;0,0046939;0,0000314;0;0;0;0;0;0,0026386;0,0482927;0;0;0;0;0,1228691;0;0;0;0;0,0006431;0;0;0;0;0;0,0216118;0,0005872;0,0753241;0;0;0,0002628;0;0,0263946;0,0013057;0;0,0037481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0019818;0,0034925;0,0086125;0;0;0;0,0001270;0;0;0;0;0;0;0;0;0;0,0012278;0;0,0011902;0,0198056;0;0;0;0;0;0;0,0114521;0,0001801;0,0050995;0,0002544;0;0;0;0;0;0,0462257;0
C16801234;SC1;;0,0018415;0;0,0034833;0;0,0004629;0,0013930;0,0007557;0,0003576;0,0026876;0,0104163;0;0;0;0;0,0180263;0,0020147;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0009442;0;0;0;0,0003280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0000041;0;0;0;0,0043556;0;0;0;0;0,0041462;0,0034570;0;0;0;0;0;0,0021069;0;0;0,0030367;0,0007288;0,0025626;0;0;0;0;0,0013669;0;0;0,0011731;0;0;0;0,0033665;0;0,0032321;0,0084508;0;0;0;0;0;0,1453833;0;0;0;0,0350532;0,0012810;0;0;0,0006312;0;0;0,0011919;0;0;0;0,0182209;0,0079979;0,0017187;0,0225862;0;0,0088003;0,0145722;0;0,1053265;0;0;0;0,0036235;0,0030375;0;0;0;0,0077797;0;0,0075373;0;0;0;0,0054319;0;0,0000531;0,0013542;0;0,0001342;0;0;0,0056080;0,0050514;0;0;0;0;0,0002384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013481;0,0012160;0;0;0;0,0009907;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0203101;0;0,0000123;0,0011864;0,0282106;0;0,0004078;0;0,0196071;0;0;0;0;0,0055034;0,0007868;0,0045303;0,0400610;0;0;0,0008337;0;0,0441339;0;0;0;0;0;0;0;0;0;0;0,0097461;0,0004659;0,0416540;0,0038989;0;0,0267601;0;0,0099368;0,0508195;0,0001747;0,0302920;0,0001588;0,0000728;0,0011156;0;0,0041870;0,0013976;0;0,0003876;0,0044899;0,0001991;0;0;0;0;0;0;0;0;0;0,0094422;0,0878696;0,0106937;0,0071169;0;0;0;0;0;0,0005126;0,0049240;0;0,0024773;0,0008605;0,0003992;0,0004848;0,0014309;0;0,0083258;0;0;0,0000034;0;0;0;0;0,0113006;0;0,0007936;0,0005778;0;0;0;0;0;0,0145894;0
C17115214;SC1;;0,0080258;0;0,0017816;0;0,0003590;0,0016103;0,0019259;0,0028685;0,0037426;0,0069786;0;0;0;0;0,0044767;0,0006720;0;0,0054930;0,0002108;0;0;0,0000994;0,0016382;0;0,0007270;0,0015314;0,0068778;0,0025321;0,0014347;0;0;0,0004477;0;0,0010767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0008300;0,0005399;0;0;0;0;0;0;0;0;0;0,0000090;0,0111067;0,0116556;0;0,0037336;0,0003533;0,0000599;0,0038283;0,0006745;0,0026522;0,0019341;0,0046621;0,0022658;0,0006334;0,0005916;0;0;0,0011870;0,0159039;0;0;0,0012797;0,0007551;0;0;0,0011234;0,0048477;0,0147580;0,0032698;0,0003167;0;0;0,0035119;0;0,0361684;0,0026797;0,0003444;0;0,0427704;0;0;0;0,0021117;0;0;0,0073923;0;0;0;0,0053041;0,0014609;0,0165714;0,0036007;0;0,0003345;0,0155320;0,0000603;0,0879408;0,0015896;0,0035096;0,0007925;0,0025943;0,0085601;0;0,0025970;0;0,0024345;0,0000761;0,0202512;0;0;0;0,0044184;0;0,0015006;0,0001406;0,0004293;0;0,0006464;0,0015289;0,0108554;0,0389340;0,0000435;0,0000419;0;0,0004481;0,0001929;0,0008756;0;0,0001165;0,0000177;0;0;0;0,0003689;0;0;0;0;0,0002253;0,0010249;0;0,0033232;0;0,0005400;0;0,0000047;0,0305979;0,0000433;0,0000531;0;0,0007558;0,0001759;0,0000701;0;0;0;0;0,0026258;0;0,0000412;0;0;0;0;0;0;0;0,0108232;0,0010767;0,0002456;0,0103474;0,0603746;0,0000515;0,0015749;0;0,0038595;0,0049554;0,0000806;0,0009091;0,0033830;0,0018724;0,0008214;0,0119011;0,0067472;0;0;0,0000292;0;0,0086337;0,0002462;0;0,0004254;0,0000353;0,0039788;0,0000392;0;0;0;0,0003235;0,0234308;0,0018567;0,1257360;0,0089367;0;0,0027148;0;0,0150793;0,0048406;0,0002480;0,0046378;0,0010597;0;0,0042630;0;0,0057562;0,0040126;0,0002036;0,0014296;0,0103158;0,0021721;0;0;0;0,0018377;0;0;0;0;0;0,0083328;0,0160310;0,0070166;0,0060905;0;0,0001830;0,0062264;0;0;0,0022596;0,0020158;0,0049764;0,0010848;0;0,0010382;0,0027449;0,0071825;0;0,0050778;0;0,0000304;0,0007646;0,0069964;0;0,0003685;0,0005612;0,0126787;0,0005477;0,0242232;0,0010384;0,0003449;0,0000311;0;0;0,0006050;0,0185742;0
C17136700;SC1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106874;0,0090571;0;0;0,0286867;0;0,0032322;0;0,0068639;0,0359200;0,0047045;0,0120388;0,0027715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0000512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005708;0,0007275;0;0,0117693;0,0009668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0028984;0,0031935;0;0;0;0,0047903;0;0,0109510;0;0;0;0,0706290;0;0;0;0;0;0;0;0;0;0;0,0006668;0;0,0251320;0,0048958;0;0;0;0;0,1936127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0006879;0;0;0;0;0;0,0009618;0;0,0088011;0,0155016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0018054;0;0,0691037;0;0;0;0,0043066;0,0041548;0;0;0;0;0,0009729;0;0;0;0;0;0;0,0601029;0;0;0;0;0;0;0;0;0;0;0;0,0048109;0,1913653;0;0;0,0097001;0;0,0334079;0,0033654;0,0129187;0,0211291;0,0012368;0;0,0026296;0;0,0128958;0,0030875;0;0,0011222;0,0130971;0;0;0;0;0;0;0;0;0;0;0;0,0390104;0,0168727;0;0;0;0;0;0;0;0;0;0,0012902;0;0,0004996;0;0,0030753;0;0,0172696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17123110;SC1;;0;0;0,0017224;0;0,0041295;0,0003714;0,0005071;0;0,0016570;0,0028776;0;0;0;0;0,0013257;0,0001423;0;0,0018898;0;0;0;0,0025633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0011606;0,0014499;0;0;0;0;0;0;0;0,0033747;0,0014888;0,0082158;0;0;0,0000462;0;0;0,0029877;0;0;0;0;0;0;0;0;0;0,0044798;0,0030859;0;0;0;0;0,0227945;0;0;0;0,0135371;0,0030397;0;0;0,0008679;0;0;0;0;0;0;0,0007551;0,0037625;0,0171781;0,0008137;0,0019240;0;0,0006365;0;0,0771188;0;0,0004973;0;0;0;0;0;0;0;0;0,0017411;0,0101519;0;0,0038896;0,0001067;0;0,0000621;0;0;0;0;0,0010041;0,0211357;0,0027149;0;0,0000303;0;0;0;0;0;0;0;0;0,0020954;0;0;0;0;0;0,0002075;0;0,0033608;0;0,0013447;0;0;0;0;0,0011766;0;0;0;0;0;0;0;0;0;0;0;0,0086816;0;0;0;0;0;0;0;0;0,0000395;0;0,0007523;0,0007482;0,2541461;0;0;0;0,0005066;0,0000143;0;0;0,0000638;0,0000102;0,0003298;0,0027705;0,0622913;0;0;0;0;0,2047769;0;0;0;0;0;0;0;0;0,0004290;0,0007857;0,0322162;0;0,0352308;0,0037433;0;0,0001257;0;0,0091210;0,0086284;0,0080671;0,0222791;0;0;0,0013647;0;0,0084384;0,0003101;0;0;0,0093763;0,0001205;0,0034610;0,0036006;0;0;0;0;0;0;0,0021966;0,0016635;0,0283851;0,0049634;0;0;0;0;0;0;0;0;0;0,0000657;0;0,0002964;0;0,0021870;0;0,0022482;0,0057332;0,0032899;0;0,0000880;0;0;0;0,0013500;0,0003053;0,0003460;0;0,0002768;0;0;0;0;0,0287536;0
C16802542;SC1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0009572;0;0;0;0;0;0;0;0;0;0;0,0107078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0406525;0;0;0;0;0;0;0;0;0;0;0;0,0035512;0,0013353;0;0,0021663;0;0;0;0,0002727;0,0046472;0;0,0086047;0,0309485;0;0;0;0;0,0056399;0,0032110;0;0;0;0,0006878;0;0;0;0;0,0103462;0,0086022;0,0004377;0;0;0;0;0,1123860;0;0;0;0,0263245;0,0119089;0;0;0,0018688;0;0;0,0016386;0;0;0,0052015;0,0021759;0,0005599;0,0108493;0,0081037;0;0;0,0159507;0;0,0311577;0,0021307;0;0;0;0,0066499;0;0;0;0,0021612;0;0,0720259;0,0009404;0;0;0,0009629;0;0,0024454;0;0;0;0;0;0,0060420;0,0462033;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0014117;0;0;0;0;0;0;0;0;0;0;0;0,0060043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0062379;0;0;0,0087121;0,1868805;0;0;0;0,0014438;0,0004518;0;0;0;0;0;0,0242755;0,0485461;0;0;0;0;0,0123577;0;0;0;0;0;0;0;0;0;0,0016356;0,0773612;0;0,0079768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0005490;0;0;0;0,0040766;0;0;0,0002915;0;0;0;0;0;0,0056609;0;0;0;0;0;0,0002411;0;0;0,0021561;0,0073475;0;0;0;0,0006064;0;0;0;0;0,0186526;0;0;0;0;0;0;0,0303349;0;0,0004885;0,0309028;0;0;0;0;0;0,0149417;0
C17026320;SC1;;0,0014660;0;0;0;0;0,0000924;0,0037451;0,0006926;0,0001695;0,0006486;0;0,0005945;0;0;0,0008767;0;0;0;0;0;0;0,0010225;0;0;0;0;0,0055938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0000169;0,0000000;0;0;0;0;0;0;0;0,0004720;0,0007035;0;0,0003961;0;0;0;0;0;0,0009000;0,0007710;0,0031673;0;0;0;0;0,0041246;0,0026960;0;0;0,0010898;0,0009695;0;0;0;0,0014468;0,0001078;0,0029383;0;0;0;0;0,0005912;0,0231900;0;0;0;0,0277722;0,0017201;0;0;0,0060569;0;0;0,0005729;0;0;0,0020296;0,0058659;0,0101289;0,0165769;0,0139957;0;0;0,0050569;0;0,0914999;0;0,0009663;0;0,0045247;0,0004063;0;0;0;0,0010780;0;0,0016453;0,0270873;0;0;0,0072473;0;0,0012764;0,0021172;0;0;0,0003606;0;0,0107490;0,0064766;0;0;0;0;0;0;0;0;0;0;0;0;0,0011400;0;0;0;0;0;0,0061493;0;0,0111082;0,0009117;0,0002365;0;0;0;0;0;0;0,0031798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0009632;0;0,0032263;0,0029406;0,0979001;0;0;0;0,0006967;0,0007895;0;0;0,0003723;0;0;0,0777950;0,1146868;0;0;0;0;0,0571392;0;0;0;0;0,0007634;0;0;0;0;0,0001816;0,0102865;0,0000838;0,0440329;0,0249257;0;0;0;0,0106157;0,0004728;0,0003585;0,0149461;0;0;0;0;0,0223034;0,0065397;0,0002499;0,0011227;0,0036036;0,0022449;0,0092949;0,0091947;0;0;0;0;0;0;0,0116543;0;0,0138564;0,0171949;0;0;0;0,0000490;0;0;0,0012968;0,0026572;0;0,0009829;0;0;0;0,0150249;0;0,0441208;0;0;0;0,0010958;0;0;0;0,0272604;0;0,0030293;0;0;0,0000588;0;0;0;0,0176031;0
C17019340;SC1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0001997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0129117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0038521;0,0001113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0022364;0;0;0;0;0;0,0023002;0;0;0;0,0907437;0;0;0;0,0012470;0;0;0,0021675;0;0;0;0;0,0005004;0,0008747;0,0116088;0;0;0,0031880;0;0,0821151;0;0;0;0;0,0011958;0;0;0;0;0,0017660;0;0;0;0;0;0;0;0;0;0;0;0;0,0334258;0,0047588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0210714;0;0;0;0;0,0046131;0,0012347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0110852;0;0,2993872;0;0;0;0;0;0;0;0;0;0;0,0020719;0,0266702;0;0;0;0;0,2294773;0;0;0;0;0,0011311;0;0;0;0;0;0,0022332;0,0019229;0,0791368;0;0;0;0;0,0007876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0369049;0,0060181;0;0;0;0,0002228;0;0;0;0,0031435;0;0;0;0;0;0;0;0,0012281;0;0;0;0;0;0;0;0,0101199;0;0,0055081;0;0;0;0;0;0;0,0008285;0
C17115190;SC1;;0,0012458;0,0005591;0,0008534;0;0,0008081;0,0002353;0,0004697;0;0,0005459;0,0011575;0;0;0;0;0,0002851;0,0004907;0;0;0;0;0;0;0;0;0,0002805;0,0009586;0,0030892;0,0011464;0,0008983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0008036;0,0000334;0,0009741;-0,0000010;0;0;0;0,0000592;0,0001269;0;0;0;0,0106616;0,0001878;0;0,0041739;0;0,0000183;0,0059505;0,0012473;0;0;0,0008795;0,0001699;0;0;0,0010600;0;0,0116576;0,0368544;0;0;0;0,0017810;0;0,0004677;0,0000164;0;0,0071200;0,0038052;0;0;0;0,0002490;0;0,0425154;0;0,0061866;0;0,0657469;0,0000855;0;0;0,0041982;0;0,0000420;0;0;0;0;0,0019642;0,0047944;0,0195693;0,0030803;0;0,0014011;0,0008035;0;0,0366603;0,0019444;0,0000380;0;0;0,0066054;0;0;0;0,0066653;0;0,0057534;0;0;0;0,0006203;0;0,0041240;0;0;0;0,0009178;0;0,0087300;0,0306359;0;0;0;0;0,0014094;0,0001978;0;0;0;0;0;0;0;0;0;0;0;0;0,0097268;0;0,0107708;0;0;0;0;0,0042688;0,0002984;0;0;0;0;0;0;0,0008042;0;0;0,0000436;0;0;0;0;0;0;0;0;0;0,0000485;0;0,0025204;0,0001315;0,1873896;0;0,0030854;0,0000935;0,0142946;0,0015010;0;0;0,0010191;0,0000075;0;0,0195351;0,0187227;0;0;0,0085249;0;0,0117433;0;0;0;0;0,0002377;0,0001815;0;0;0;0;0,0007278;0,0000439;0,0249881;0,0195607;0;0,0001661;0;0,0029758;0,0131632;0;0,0027402;0,0000584;0;0,0006413;0;0;0,0004198;0;0;0,0025148;0,0013471;0,0063793;0,0130678;0,0039875;0;0,0081687;0,0041309;0;0;0,0091326;0,0010345;0,0240318;0,0054870;0;0;0;0,0001064;0;0;0,0005262;0,0016236;0;0,0002795;0;0,0000810;0;0,0081266;0;0,0059626;0;0;0;0,0038525;0;0;0,0000913;0,0729697;0,0005532;0,0032887;0,0070124;0,0087822;0;0;0;0,0001697;0,0908486;0
C16836202;SC1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0029779;0;0,0174177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0242027;0;0;0;0;0;0;0,0023898;0;0;0;0,0026160;0;0;0;0;0;0;0;0,0557359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0029786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0641931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0468277;0;0;0;0,0406818;0,0203894;0;0;0;0;0;0;0;0;0;0;0;0,1244529;0;0;0;0;0;0;0;0;0;0,0094154;0,3444057;0,0012050;0,0860355;0;0;0;0;0;0,0476098;0;0;0;0;0;0;0;0;0;0;0,0017051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0639505;0;0,0304375;0,0103720;0;0;0;0;0;0;0
C17116196;SC1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0000121;-0,0000001;0;0;0;0;0;0;0;0;0,0079297;0;0;0;0;0;0;0;0;0;0,0008041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0012815;0,0193619;0;0;0;0;0;0;0;0;0;0,1836171;0;0;0;0;0;0;0;0;0;0;0,0063207;0,0181211;0,0039173;0,0712795;0;0;0;0;0,1752923;0;0;0;0;0,2917007;0;0;0;0;0;0,0025209;0;0;0;0,0100881;0;0;0;0;0;0;0;0,1681333;0;0;0;0;0;0;0,0033344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0009432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0246522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0106611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0000531;0;0;0;0;0;0;0;0
C17130514;SC1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0052888;0;0,0078977;0;0,0035693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0019239;0,0005114;0;0;0;0;0;0;0;0;0,0038952;0,0007442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0037741;0,0030544;0;0;0;0;0,0041643;0,0028292;0;0;0;0,0342655;0,0052755;0;0;0,0044989;0;0;0;0;0;0;0;0;0,0123276;0,0023684;0;0;0,0182025;0,0004027;0,1510722;0,0010194;0;0;0;0,0108908;0;0;0;0,0416202;0;0,0269599;0;0;0;0;0;0;0,0002026;0;0;0;0;0,0159331;0,0216948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0081745;0;0,0171352;0;0,0019644;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0004909;0;0;0;0;0;0;0;0;0;0,0211419;0,0049584;0,0014881;0,0019460;0,1069815;0;0,0009792;0;0,0028127;0;0;0;0,0001674;0,0008667;0;0;0,0317768;0;0;0;0;0,0766851;0;0;0;0;0,0008392;0;0;0;0;0;0,0067393;0,0043425;0,1939658;0;0;0,0029495;0;0,0189108;0,0004500;0,0020433;0,0082779;0;0;0,0009806;0;0;0,0023111;0;0;0,0029540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0008712;0;0;0;0;0;0;0;0;0;0;0;0,0015845;0;0;0;0;0;0;0;0,0296542;0;0,0035817;0,0029245;0;0;0;0;0,0001749;0,0544898;0
C16845502;SC2;;0;0;0,0005202;0;0;0,0235884;0,0138884;0;0,0293304;0,0929012;0;0;0,0000868;0;0,0005091;0,0005872;0;0;0;0;0;0,0010333;0;0;0,0000412;0;0;0;0;0,0013265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0086328;0,0021709;0;0,0000418;0;0;0;0;0;0;0,0036735;0;0,0000675;0;0;0;0,0003639;0,0005049;0;0;0;0;0;0;0;0;0,0005743;0,0051656;0;0;0;0;0,0004231;0,0200440;0;0;0;0,0001795;0;0;0;0,0007734;0;0;0;0;0;0;0,0034203;0,0065266;0,0045993;0,0162598;0;0;0,1027831;0;0,0733528;0;0;0;0;0,0062820;0;0;0;0;0,0057847;0,0092710;0;0;0;0,0006566;0;0;0;0;0,0002130;0,0001006;0;0,0066976;0,0145452;0;0,0000725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015156;0;0,0000137;0;0;0;0;0;0;0,0011042;0,0011678;0;0;0;0;0;0;0,0057180;0;0;0;0;0;0;0;0;0,0020270;0;0;0;0;0;0,0024485;0;0,0580958;0;0;0;0;0,0001457;0;0;0;0,0000266;0,0001040;0,0002643;0,1497356;0;0;0;0;0,2454138;0;0;0;0;0;0;0;0;0;0;0;0,0002969;0,0077600;0,0057856;0;0;0;0,0010801;0,0000296;0,0001942;0,0018275;0;0;0;0;0,0038429;0;0;0;0,0006121;0;0;0;0;0;0;0;0;0;0;0,0021408;0,0028727;0,0062887;0;0;0;0;0;0;0;0;0;0,0022969;0;0;0;0,0012147;0;0,0071134;0;0;0;0;0;0;0;0,0318262;0;0;0;0;0;0;0;0,0000109;0,0000335;0
